fecha_divulgada,nombre_proyecto,tipo_documento,numero_proyecto,url_proyecto,linea_producto,nombre_empresa,pais,codigo_pais_ifc,industria,categoria_ambiental,departamento,estado,inversion_ifc_gestion_riesgo_millones_usd,inversion_ifc_garantia_millones_usd,inversion_ifc_prestamo_millones_usd,inversion_ifc_capital_millones_usd,total_inversion_ifc_aprobada_junta_millones_usd,codigo_pais_bm
2003-09-15,OOO Pilkington Glass Russia,Summary of Proposed Investment (Disclosure Policy 2006),11660,https://disclosures.ifc.org/project-detail/SPI/11660/ooo-pilkington-glass-russia,Loan,Pilkington Float Glass Russia,Russian Federation,RUS,Manufacturing,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,0.0,0.0,53.58,0.0,53.58,RU
2003-07-02,Kulon,Summary of Proposed Investment (Disclosure Policy 2006),20337,https://disclosures.ifc.org/project-detail/SPI/20337/kulon,Loan,ZAO KULON YUGROS,Russian Federation,RUS,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,0.0,0.0,7.5,0.0,7.5,RU
2003-04-17,Kronostar,Summary of Proposed Investment (Disclosure Policy 2006),20425,https://disclosures.ifc.org/project-detail/SPI/20425/kronostar,Loan,"SVISS KRONO, OOO",Russian Federation,RUS,Agribusiness and Forestry,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,0.0,0.0,50.0,0.0,50.0,RU
2003-04-08,UralTransBank,Summary of Proposed Investment (Disclosure Policy 2006),20561,https://disclosures.ifc.org/project-detail/SPI/20561/uraltransbank,Loan,"URALTRANSBANK, PAO",Russian Federation,RUS,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,0.0,0.0,10.0,0.0,10.0,RU
2003-03-06,Agros,Summary of Proposed Investment (Disclosure Policy 2006),11647,https://disclosures.ifc.org/project-detail/SPI/11647/agros,Loan,Stavropolsky Broiler,Russian Federation,RUS,Agribusiness and Forestry,B,Regional Industry MAS LAC & EUR,Completed,0.0,0.0,15.0,0.0,15.0,RU
2003-03-07,RZB Russia,Summary of Proposed Investment (Disclosure Policy 2006),20618,https://disclosures.ifc.org/project-detail/SPI/20618/rzb-russia,Loan,AO RAIFFEISENBANK,Russian Federation,RUS,Financial Institutions,C,Regional Industry FIG LAC & EUR,Completed,0.0,0.0,80.0,0.0,80.0,RU
2003-04-07,BCEN-EuroBank,Summary of Proposed Investment (Disclosure Policy 2006),20709,https://disclosures.ifc.org/project-detail/SPI/20709/bcen-eurobank,Loan,VTB BANK (FRANCE) SA,Russian Federation,RUS,Financial Institutions,FI-1,Regional Industry FIG LAC & EUR,Completed,0.0,0.0,100.0,0.0,100.0,RU
2003-02-28,MosNar Bank,Summary of Proposed Investment (Disclosure Policy 2006),20169,https://disclosures.ifc.org/project-detail/SPI/20169/mosnar-bank,Loan,"Moscow Narodny Bank, Ltd.",Russian Federation,RUS,Financial Institutions,FI-1,Regional Industry FIG LAC & EUR,Completed,0.0,0.0,100.0,0.0,100.0,RU
2003-01-27,DeltaCredit Bank,Summary of Proposed Investment (Disclosure Policy 2006),20359,https://disclosures.ifc.org/project-detail/SPI/20359/deltacredit-bank,Loan,"KB DELTAKREDIT, AO",Russian Federation,RUS,Financial Institutions,C,"Global Industry, Financial Markets",Completed,0.0,0.0,60.0,6.0,66.0,RU
2002-12-06,NBD II,Summary of Proposed Investment (Disclosure Policy 2006),11728,https://disclosures.ifc.org/project-detail/SPI/11728/nbd-ii,Loan,PUBLIC JOINT STOCK COMPANY NBD BANK,Russian Federation,RUS,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,0.0,0.0,7.0,0.0,7.0,RU
2002-12-11,Ruscam Expansion,Summary of Proposed Investment (Disclosure Policy 2006),11767,https://disclosures.ifc.org/project-detail/SPI/11767/ruscam-expansion,Loan,"RUSDZHAM, OOO",Russian Federation,RUS,Manufacturing,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,0.0,0.0,10.0,0.0,10.0,RU
2002-11-15,Quadriga Capital Russia Fund,Summary of Proposed Investment (Disclosure Policy 2006),11590,https://disclosures.ifc.org/project-detail/SPI/11590/quadriga-capital-russia-fund,Equity,QUADRIGA CAPITAL RUSSIA,Russian Federation,RUS,other,FI,"Disruptive Tech, Service & Funds",Completed,0.0,0.0,0.0,20.0,20.0,RU
2002-05-06,Borsteklo IV,Summary of Proposed Investment (Disclosure Policy 2006),11401,https://disclosures.ifc.org/project-detail/SPI/11401/borsteklo-iv,Loan,OAO Borsky Stekolny Zavod,Russian Federation,RUS,Manufacturing,B,Regional Industry MAS LAC & EUR,Completed,0.0,0.0,25.0,0.0,25.0,RU
2002-04-29,Industry & Construction Bank,Summary of Proposed Investment (Disclosure Policy 2006),10998,https://disclosures.ifc.org/project-detail/SPI/10998/industry-&-construction-bank,Loan,PENSION FUND INDUSTRY AND CONSTRUCTION BANK,Russian Federation,RUS,Financial Institutions,FI,Regional Industry FIG LAC & EUR,Completed,0.0,0.0,10.0,0.0,10.0,RU
2002-04-03,Farm Finance Center,Summary of Proposed Investment (Disclosure Policy 2006),10498,https://disclosures.ifc.org/project-detail/SPI/10498/farm-finance-center,Loan,"BMTS AGRO-INDASTRI, OOO",Russian Federation,RUS,other,FI,Regional Industry MAS LAC & EUR,Completed,0.0,0.0,5.0,0.5,5.5,RU
2002-04-26,Russian Standard Bank II,Summary of Proposed Investment (Disclosure Policy 2006),11514,https://disclosures.ifc.org/project-detail/SPI/11514/russian-standard-bank-ii,Equity,Bank Russki Standart AO,Russian Federation,RUS,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,0.0,0.0,0.0,10.0,10.0,RU
2002-03-29,Information Business Systems,Summary of Proposed Investment (Disclosure Policy 2006),11222,https://disclosures.ifc.org/project-detail/SPI/11222/information-business-systems,Loan,IBS Group Holdings Limited,Russian Federation,RUS,"Telecommunications, Media, and Technology",B,"TMT, Venture Capital &amp; Funds",Completed,0.0,0.0,12.0,0.0,12.0,RU
2002-03-26,ZAO Stora Enso II,Summary of Proposed Investment (Disclosure Policy 2006),11288,https://disclosures.ifc.org/project-detail/SPI/11288/zao-stora-enso-ii,Loan,"STORA ENSO PAKADZHING BB, OOO",Russian Federation,RUS,Agribusiness and Forestry,B,Regional Industry MAS LAC & EUR,Completed,0.0,0.0,7.0,0.0,7.0,RU
2002-02-25,KMB Bank,Summary of Proposed Investment (Disclosure Policy 2006),11166,https://disclosures.ifc.org/project-detail/SPI/11166/kmb-bank,Loan,SMALL BUSINESS CREDIT BANK,Russian Federation,RUS,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,0.0,0.0,7.0,3.0,10.0,RU
2002-03-01,Ramstore III,Summary of Proposed Investment (Disclosure Policy 2006),11293,https://disclosures.ifc.org/project-detail/SPI/11293/ramstore-iii,Loan,"RAMENKI, OOO",Russian Federation,RUS,"Tourism, Retail, and Property",B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,0.0,0.0,40.0,0.0,40.0,RU
2002-01-15,Delta Credit,Summary of Proposed Investment (Disclosure Policy 2006),10707,https://disclosures.ifc.org/project-detail/SPI/10707/delta-credit,Loan,"KB DELTAKREDIT, AO",Russian Federation,RUS,Financial Institutions,C,"Global Industry, Financial Markets",Completed,0.0,0.0,20.0,0.0,20.0,RU
2001-12-17,Ru-Net Holdings,Summary of Proposed Investment (Disclosure Policy 2006),10991,https://disclosures.ifc.org/project-detail/SPI/10991/ru-net-holdings,Loan,RUNET HOLDINGS LIMITED,Russian Federation,RUS,other,C,Gbl Infrastructure & Natural Resources,Completed,0.0,0.0,3.0,3.0,6.0,RU
2001-10-12,Delta Leasing,Summary of Proposed Investment (Disclosure Policy 2006),10681,https://disclosures.ifc.org/project-detail/SPI/10681/delta-leasing,Loan,ZAO Europlan,Russian Federation,RUS,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,0.0,0.0,10.0,0.0,10.0,RU
2001-12-04,Egar Technology,Summary of Proposed Investment (Disclosure Policy 2006),11181,https://disclosures.ifc.org/project-detail/SPI/11181/egar-technology,Equity,Egar Technology,Russian Federation,RUS,"Telecommunications, Media, and Technology",C,Gbl Infrastructure & Natural Resources,Completed,0.0,0.0,0.0,1.5,1.5,RU
2001-09-10,Baltiskii Leasing,Summary of Proposed Investment (Disclosure Policy 2006),10680,https://disclosures.ifc.org/project-detail/SPI/10680/baltiskii-leasing,Loan,"BALTISKI LES, OOO",Russian Federation,RUS,Financial Institutions,FI,Regional Industry FIG LAC & EUR,Completed,0.0,0.0,2.0,0.0,2.0,RU
2001-09-05,Center-invest,Summary of Proposed Investment (Disclosure Policy 2006),10999,https://disclosures.ifc.org/project-detail/SPI/10999/center-invest,Loan,"TSENTR-INVEST, OAO KB",Russian Federation,RUS,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,0.0,0.0,2.0,0.0,2.0,RU
2001-08-29,NBD,Summary of Proposed Investment (Disclosure Policy 2006),10833,https://disclosures.ifc.org/project-detail/SPI/10833/nbd,Loan,PUBLIC JOINT STOCK COMPANY NBD BANK,Russian Federation,RUS,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,0.0,0.0,2.5,0.0,2.5,RU
2001-07-12,Sonic Duo,Summary of Proposed Investment (Disclosure Policy 2006),10949,https://disclosures.ifc.org/project-detail/SPI/10949/sonic-duo,Loan,ZAO Sonic Duo,Russian Federation,RUS,"Telecommunications, Media, and Technology",B,Gbl Infrastructure & Natural Resources,Completed,0.0,0.0,34.0,6.0,40.0,RU
2001-06-27,Swedwood Tichvin,Summary of Proposed Investment (Disclosure Policy 2006),10600,https://disclosures.ifc.org/project-detail/SPI/10600/swedwood-tichvin,Loan,"IKEA INDASTRI TIKHVIN, OOO",Russian Federation,RUS,Agribusiness and Forestry,B,Regional Industry MAS LAC & EUR,Completed,0.0,0.0,5.9,0.0,5.9,RU
2001-04-19,Ruscam (formerly Urshelsky Glass Packaging),Summary of Proposed Investment (Disclosure Policy 2006),10441,https://disclosures.ifc.org/project-detail/SPI/10441/ruscam-(formerly-urshelsky-glass-packaging),Loan,"RUSDZHAM, OOO",Russian Federation,RUS,Manufacturing,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,0.0,0.0,13.0,0.0,13.0,RU
2001-03-26,Volga-Dnepr Airlines,Summary of Proposed Investment (Disclosure Policy 2006),10465,https://disclosures.ifc.org/project-detail/SPI/10465/volga-dnepr-airlines,Loan,"AVIAKOMPANIYA VOLGA-DNEPR, OOO",Russian Federation,RUS,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,0.0,0.0,25.0,0.0,25.0,RU
2001-01-03,Probusinessbank,Summary of Proposed Investment (Disclosure Policy 2006),9205,https://disclosures.ifc.org/project-detail/SPI/9205/probusinessbank,Loan,Probusiness Bank,Russian Federation,RUS,Financial Institutions,FI,Regional Industry FIG LAC & EUR,Completed,0.0,0.0,5.0,0.0,5.0,RU
2000-08-28,"New Medical Center, St. Petersburg",Summary of Proposed Investment (Disclosure Policy 2006),10407,https://disclosures.ifc.org/project-detail/SPI/10407/new-medical-center-st.-petersburg,Loan,New Medical Center,Russian Federation,RUS,Health and Education,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,0.0,0.0,2.1,0.0,2.1,RU
2000-08-18,Ramstore II,Summary of Proposed Investment (Disclosure Policy 2006),10165,https://disclosures.ifc.org/project-detail/SPI/10165/ramstore-ii,Loan,"RAMENKI, OOO",Russian Federation,RUS,"Tourism, Retail, and Property",B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,0.0,0.0,30.0,0.0,30.0,RU
2000-06-13,Julietta Gold,Summary of Proposed Investment (Disclosure Policy 2006),10020,https://disclosures.ifc.org/project-detail/SPI/10020/julietta-gold,Loan,"OMGGK, ZAO",Russian Federation,RUS,"Oil, Gas, and Mining",A,Energy & Mining - Global Infra,Completed,0.0,0.0,10.0,0.0,10.0,RU
1999-10-08,Ikea Moscow,Summary of Proposed Investment (Disclosure Policy 2006),9589,https://disclosures.ifc.org/project-detail/SPI/9589/ikea-moscow,Loan,IKEA MOS (Retail and Property) OOO,Russian Federation,RUS,"Tourism, Retail, and Property",B,Regional Industry MAS LAC & EUR,Completed,0.0,0.0,15.0,0.0,15.0,RU
1999-04-28,Campina 000,Summary of Proposed Investment (Disclosure Policy 2006),8977,https://disclosures.ifc.org/project-detail/SPI/8977/campina-000,Loan,"Kampina, OOO",Russian Federation,RUS,Agribusiness and Forestry,B,Regional Industry MAS LAC & EUR,Completed,0.0,0.0,10.0,0.0,10.0,RU
1999-04-05,Dukat Silver Project,Summary of Proposed Investment (Disclosure Policy 2006),9346,https://disclosures.ifc.org/project-detail/SPI/9346/dukat-silver-project,Loan,ZAO Serebro Dukat,Russian Federation,RUS,other,A,Energy & Mining - Global Infra,Completed,0.0,0.0,16.5,4.9,21.4,RU
1999-03-08,Russia Leasing Company,Summary of Proposed Investment (Disclosure Policy 2006),9433,https://disclosures.ifc.org/project-detail/SPI/9433/russia-leasing-company,Loan,"DOICHE LIZING VOSTOK, AO",Russian Federation,RUS,Financial Institutions,FI,Regional Industry FIG LAC & EUR,Completed,0.0,0.0,3.0,0.6,3.6,RU
1998-09-14,Bitech-Silur,Summary of Proposed Investment (Disclosure Policy 2006),8902,https://disclosures.ifc.org/project-detail/SPI/8902/bitech-silur,Loan,CJSC Bitech-Silur Company,Russian Federation,RUS,"Oil, Gas, and Mining",B,Gbl Infrastructure & Natural Resources,Completed,0.0,0.0,17.5,7.5,25.0,RU
1998-04-29,PAKENSO,Summary of Proposed Investment (Disclosure Policy 2006),8987,https://disclosures.ifc.org/project-detail/SPI/8987/pakenso,Loan,"STORA ENSO PAKADZHING BB, OOO",Russian Federation,RUS,Agribusiness and Forestry,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,0.0,0.0,6.0,1.5,7.5,RU
1998-02-19,DReVo,Summary of Proposed Investment (Disclosure Policy 2006),8805,https://disclosures.ifc.org/project-detail/SPI/8805/drevo,Equity,OAO DreVo,Russian Federation,RUS,Agribusiness and Forestry,B,Regional Industry MAS LAC & EUR,Completed,0.0,0.0,0.0,0.9,0.9,RU
1998-01-14,Depository Clearing Company,Summary of Proposed Investment (Disclosure Policy 2006),8463,https://disclosures.ifc.org/project-detail/SPI/8463/depository-clearing-company,Loan,"RDK-SVYAZ, OOO",Russian Federation,RUS,Financial Institutions,C,Regional Industry FIG LAC & EUR,Completed,0.0,0.0,0.5,0.05,0.55,RU
1998-02-09,Ramstore,Summary of Proposed Investment (Disclosure Policy 2006),8447,https://disclosures.ifc.org/project-detail/SPI/8447/ramstore,Loan,"RAMENKI, OOO",Russian Federation,RUS,"Tourism, Retail, and Property",B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,0.0,0.0,36.0,0.0,36.0,RU
1997-12-31,Mosenergo,Summary of Proposed Investment (Disclosure Policy 2006),7673,https://disclosures.ifc.org/project-detail/SPI/7673/mosenergo,Loan,"AO MOSENERGO, NPF",Russian Federation,RUS,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,0.0,0.0,32.0,0.0,32.0,RU
1997-09-19,Toribank,Summary of Proposed Investment (Disclosure Policy 2006),8363,https://disclosures.ifc.org/project-detail/SPI/8363/toribank,Equity,Toribank,Russian Federation,RUS,Financial Institutions,FI,Regional Industry FIG LAC & EUR,Completed,0.0,0.0,0.0,13.5,13.5,RU
1997-06-27,Borsteklo II,Summary of Proposed Investment (Disclosure Policy 2006),8083,https://disclosures.ifc.org/project-detail/SPI/8083/borsteklo-ii,Equity,OAO Borsky Stekolny Zavod,Russian Federation,RUS,Manufacturing,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,0.0,0.0,0.0,15.0,15.0,RU
1997-05-02,PLM Red Snake Project,Summary of Proposed Investment (Disclosure Policy 2006),7817,https://disclosures.ifc.org/project-detail/SPI/7817/plm-red-snake-project,Loan,PLM Beverage Can Manufacturing ZAO,Russian Federation,RUS,Manufacturing,B,Regional Industry MAS LAC & EUR,Completed,0.0,0.0,25.0,0.0,25.0,RU
1996-08-16,Aminex Plc: Kirtayel Oil Field Development  (jv w/Tunisia 7610),Summary of Proposed Investment (Disclosure Policy 2006),7624,https://disclosures.ifc.org/project-detail/SPI/7624/aminex-plc:-kirtayel-oil-field-development--(jv-w-tunisia-7610),Loan,AMINEX PLC,Russian Federation,RUS,"Oil, Gas, and Mining",B,Gbl Infrastructure &amp; Natural Resources,Completed,0.0,0.0,17.0,3.05,20.05,RU
1996-02-29,"Pioneer First Russia, Inc.",Summary of Proposed Investment (Disclosure Policy 2006),4905,https://disclosures.ifc.org/project-detail/SPI/4905/pioneer-first-russia-inc.,Equity,"Pioneer First Russia, Inc.",Russian Federation,RUS,other,FI,"Disruptive Tech, Service & Funds",Completed,0.0,0.0,0.0,4.0,4.0,RU
1996-02-01,Alpha Cement Open Joint Stock Company,Summary of Proposed Investment (Disclosure Policy 2006),7199,https://disclosures.ifc.org/project-detail/SPI/7199/alpha-cement-open-joint-stock-company,Loan,Alpha Cement Open Joint Stock Company,Russian Federation,RUS,Manufacturing,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,0.0,0.0,20.0,15.2,35.2,RU
2024-09-19,AerCap Indigo,Summary of Investment Information (AIP Policy 2012),48906,https://disclosures.ifc.org/project-detail/SII/48906/aercap-indigo,Loan,AerCap Holdings N.V.,Ireland,,Infrastructure,B,Gbl Infrastructure & Natural Resources,Pending Disbursement,0.0,0.0,250.0,0.0,250.0,IE
2023-11-22,"CARAO VENTURES FUND I, LP",Summary of Investment Information (AIP Policy 2012),44477,https://disclosures.ifc.org/project-detail/SII/44477/carao-ventures-fund-i-lp,Equity,"CARAO VENTURES FUND I, LP",Central America Subregion,,Funds,FI-2,"Disruptive Tech, Service & Funds",Active,0.0,0.0,0.0,30.0,30.0,
2023-02-07,SMEV Pomona,Summary of Investment Information (AIP Policy 2012),47535,https://disclosures.ifc.org/project-detail/SII/47535/smev-pomona,Equity,"Pomona Impact Fund II, L.P.",Central America Subregion,,Funds,FI-2,"Disruptive Tech, Service & Funds",Active,0.0,0.0,0.0,250.0,250.0,
2020-11-18,LH LAC III,Summary of Investment Information (AIP Policy 2012),44536,https://disclosures.ifc.org/project-detail/SII/44536/lh-lac-iii,Loan,LA HIPOTECARIA (HOLDING) INC,Central America Subregion,,Financial Institutions,FI-3,Regional Industry FIG LAC & EUR,Active,0.0,0.0,50.0,0.0,50.0,
2016-06-29,ISCH III,Summary of Investment Information (AIP Policy 2012),38164,https://disclosures.ifc.org/project-detail/SII/38164/isch-iii,Loan,"INTERNATIONAL SHOPPING CENTERS HOLDINGS, INC-ISC",Central America Subregion,,"Tourism, Retail, and Property",B,Regional Industry MAS LAC & EUR,Completed,0.0,0.0,45.0,0.0,45.0,
2014-12-16,CASEIF III Ltd.,Summary of Investment Information (AIP Policy 2012),35842,https://disclosures.ifc.org/project-detail/SII/35842/caseif-iii-ltd.,Equity,CASEIF III LIMITED PARTNERSHIP (CASEIF III LP),Central America Subregion,,Funds,FI-2,"Disruptive Tech, Service & Funds",Active,0.0,0.0,0.0,10.0,10.0,
2013-11-05,CENTRAL AMERICAN MEZZANINE INFRASTRUCTURE FUND II LP,Summary of Investment Information (AIP Policy 2012),32338,https://disclosures.ifc.org/project-detail/SII/32338/central-american-mezzanine-infrastructure-fund-ii-lp,Loan,CENTRAL AMERICAN MEZZANINE INFRASTRUCTURE FUND II LP,Central America Subregion,,other,FI-1,Regional Industry INF LAC & EUR,Active,0.0,0.0,12.5,17.5,30.0,
2012-03-23,CoreCo CA Fund,Summary of Investment Information (AIP Policy 2012),31206,https://disclosures.ifc.org/project-detail/SII/31206/coreco-ca-fund,Equity,CoreCo Central America I Limited Partnership,Central America Subregion,,Health and Education,FI-2,"Disruptive Tech, Service & Funds",Active,0.0,0.0,0.0,10.0,10.0,
2011-05-03,SPV Cont Towers,Summary of Proposed Investment (Disclosure Policy 2006),30304,https://disclosures.ifc.org/project-detail/SPI/30304/spv-cont-towers,Loan,Continental Towers Holding Corp,Central America Subregion,,"Telecommunications, Media, and Technology",B,Gbl Infrastructure & Natural Resources,Completed,0.0,0.0,40.0,0.0,40.0,
2008-03-27,Grupo Monge,Summary of Proposed Investment (Disclosure Policy 2006),26968,https://disclosures.ifc.org/project-detail/SPI/26968/grupo-monge,Loan,"GMG Holding, SA",Central America Subregion,,"Tourism, Retail, and Property",B,Regional Industry - MAS LAC,Completed,0.0,0.0,50.0,0.0,50.0,
2007-11-16,Transamerica,Summary of Proposed Investment (Disclosure Policy 2006),26406,https://disclosures.ifc.org/project-detail/SPI/26406/transamerica,Loan,Transamerica Group,Central America Subregion,,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,0.0,0.0,15.0,0.0,15.0,
2007-05-11,CrediQ,Summary of Proposed Investment (Disclosure Policy 2006),25630,https://disclosures.ifc.org/project-detail/SPI/25630/crediq,Loan,Grupo Financiero CrediQ Corp.,Central America Subregion,,Financial Institutions,C,Regional Industry FIG LAC & EUR,Completed,0.0,0.0,20.0,0.0,20.0,
2005-07-28,ISCH,Summary of Proposed Investment (Disclosure Policy 2006),24375,https://disclosures.ifc.org/project-detail/SPI/24375/isch,Loan,"INTERNATIONAL SHOPPING CENTERS HOLDINGS, INC-ISC",Central America Subregion,,"Tourism, Retail, and Property",B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,0.0,0.0,35.0,0.0,35.0,
2004-12-15,Grupo Uno,Summary of Proposed Investment (Disclosure Policy 2006),23975,https://disclosures.ifc.org/project-detail/SPI/23975/grupo-uno,Loan,Grupo Financiero Uno,Central America Subregion,,other,FI-1,"Global Industry, Financial Markets",Completed,0.0,0.0,30.0,0.0,30.0,
2002-05-08,Trans Union Central America,Summary of Proposed Investment (Disclosure Policy 2006),10658,https://disclosures.ifc.org/project-detail/SPI/10658/trans-union-central-america,Equity,Trans Union Central America S.A.,Central America Subregion,,Financial Institutions,C,"Global Industry, Financial Markets",Completed,0.0,0.0,0.0,0.4,0.4,
2024-10-28,Cleanmax TH,Summary of Investment Information (AIP Policy 2012),48136,https://disclosures.ifc.org/project-detail/SII/48136/cleanmax-th,,"CLEANMAX ENERGY (THAILAND) CO., LTD.",Thailand,THL,Infrastructure,B,Regional Industry - INF Asia & Pac,Pending Approval,0.0,0.0,0.0,0.0,0.0,TH
2024-09-30,DARP GICAM,Summary of Investment Information (AIP Policy 2012),49870,https://disclosures.ifc.org/project-detail/SII/49870/darp-gicam,Equity,GI Capital Management Ltd.,Southeast Asia Subregion,,other,FI-2,Regional Industry - FIG Asia & Pac,Pending Signing,0.0,0.0,0.0,30.0,30.0,
2024-09-25,CPN Bond,Summary of Investment Information (AIP Policy 2012),49918,https://disclosures.ifc.org/project-detail/SII/49918/cpn-bond,Loan,CENTRAL PATTANA PUBLIC COMPANY LIMITED,Thailand,THL,other,B,Regional Industry - MAS Asia & Pac,Active,0.0,0.0,129.09,0.0,129.09,TH
2024-09-03,DCM MTC Bond,Summary of Investment Information (AIP Policy 2012),49396,https://disclosures.ifc.org/project-detail/SII/49396/dcm-mtc-bond,Loan,Muangthai Capital Public Company Limited,Thailand,THL,Financial Institutions,FI-3,Regional Industry - FIG Asia & Pac,Active,0.0,0.0,150.0,0.0,150.0,TH
2024-06-24,MFP BOP Supersonicz,Summary of Investment Information (AIP Policy 2012),48929,https://disclosures.ifc.org/project-detail/SII/48929/mfp-bop-supersonicz,,Supersonicz Financial Limited,"Gambia, The",,Financial Institutions,FI-2,Regional Industry - FIG Africa,Pending Approval,0.0,0.0,0.0,0.0,0.0,GM
2024-05-29,Actis Asia Climate Fund,Summary of Investment Information (AIP Policy 2012),49601,https://disclosures.ifc.org/project-detail/SII/49601/actis-asia-climate-fund,Equity,Actis Asia Climate Transition SCSp,Southeast Asia Subregion,,other,FI-1,Regional Industry - INF Asia & Pac,Active,0.0,0.0,0.0,40.0,40.0,
2024-05-24,IVL Recycling 2,Summary of Investment Information (AIP Policy 2012),46999,https://disclosures.ifc.org/project-detail/SII/46999/ivl-recycling-2,Loan,INDORAMA VENTURES GLOBAL SERVICES COMPANY LIMITED,Thailand,THL,Manufacturing,B,Regional Industry - MAS Asia & Pac,Active,0.0,0.0,250.0,0.0,250.0,TH
2024-02-12,Thai Credit Bank Equity,Summary of Investment Information (AIP Policy 2012),49009,https://disclosures.ifc.org/project-detail/SII/49009/thai-credit-bank-equity,Equity,Thai Credit Bank Public Company Limited,Thailand,THL,Financial Institutions,FI-2,Regional Industry - FIG Asia & Pac,Active,0.0,0.0,0.0,30.0,30.0,TH
2023-12-04,PSL Loan,Summary of Investment Information (AIP Policy 2012),47904,https://disclosures.ifc.org/project-detail/SII/47904/psl-loan,Loan,PRECIOUS SHIPPING PUBLIC COMPANY LIMITED,Thailand,THL,other,B,Regional Industry - INF Asia & Pac,Active,0.0,0.0,35.0,0.0,35.0,TH
2023-12-14,Sermsang Solar,Summary of Investment Information (AIP Policy 2012),46536,https://disclosures.ifc.org/project-detail/SII/46536/sermsang-solar,Loan,"SERMSANG PALANG NGAN CO., LTD",Thailand,THL,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,0.0,0.0,31.47,0.0,31.47,TH
2023-11-01,Wavemaker 5,Summary of Investment Information (AIP Policy 2012),48854,https://disclosures.ifc.org/project-detail/SII/48854/wavemaker-5,Equity,"Wavemaker Pacific 5, L.P.",Southeast Asia Subregion,,Funds,FI-2,"Disruptive Tech, Service & Funds",Active,0.0,0.0,0.0,22.5,22.5,
2023-06-15,DCM BAY Green Blue Bond,Summary of Investment Information (AIP Policy 2012),47448,https://disclosures.ifc.org/project-detail/SII/47448/dcm-bay-green-blue-bond,Loan,BANK OF AYUDHYA PUBLIC COMPANY LIMITED,Thailand,THL,Financial Institutions,FI-2,Regional Industry - FIG Asia & Pac,Active,0.0,0.0,400.0,0.0,400.0,TH
2023-06-20,TCRB Social Loan,Summary of Investment Information (AIP Policy 2012),47422,https://disclosures.ifc.org/project-detail/SII/47422/tcrb-social-loan,Risk Management,Thai Credit Bank Public Company Limited,Thailand,THL,Financial Institutions,FI-2,Regional Industry - FIG Asia & Pac,Active,12.0,0.0,70.0,0.0,82.0,TH
2022-12-22,Quadria Fund III,Summary of Investment Information (AIP Policy 2012),47335,https://disclosures.ifc.org/project-detail/SII/47335/quadria-fund-iii,Equity,QUADRIA CAPITAL FUND III LP,Southeast Asia Subregion,,other,FI-2,Regional Industry - MAS Asia & Pac,Active,0.0,0.0,0.0,70.0,70.0,
2022-08-08,DCM TTB GreenBlue 2021,Summary of Investment Information (AIP Policy 2012),46019,https://disclosures.ifc.org/project-detail/SII/46019/dcm-ttb-greenblue-2021,Loan,TMB THANACHART BANK PUBLIC COMPANY LIMITED,Thailand,THL,Financial Institutions,FI-2,Regional Industry - FIG Asia & Pac,Active,0.0,0.0,150.0,0.0,150.0,TH
2022-06-30,BGrimm Bond,Summary of Investment Information (AIP Policy 2012),46101,https://disclosures.ifc.org/project-detail/SII/46101/bgrimm-bond,Loan,B.GRIMM POWER PUBLIC COMPANY LIMITED,Thailand,THL,Infrastructure,B,Regional Industry - INF Asia & Pac,Pending Disbursement,0.0,0.0,110.0,0.0,110.0,TH
2021-07-07,RATCH Loan,Summary of Investment Information (AIP Policy 2012),43901,https://disclosures.ifc.org/project-detail/SII/43901/ratch-loan,Loan,RH INTERNATIONAL (SINGAPORE) CORPORATION PTE. LTD.,Thailand,THL,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,0.0,0.0,150.0,0.0,150.0,TH
