fecha_divulgada,nombre_proyecto,tipo_documento,numero_proyecto,url_proyecto,linea_producto,nombre_empresa,pais,codigo_pais_ifc,industria,categoria_ambiental,departamento,estado,inversion_ifc_gestion_riesgo_millones_usd,inversion_ifc_garantia_millones_usd,inversion_ifc_prestamo_millones_usd,inversion_ifc_capital_millones_usd,total_inversion_ifc_aprobada_junta_millones_usd,codigo_pais_bm
2023-03-30,BOP EU Tchad,Summary of Investment Information (AIP Policy 2012),45483,https://disclosures.ifc.org/project-detail/SII/45483/bop-eu-tchad,Loan,EXPRESS UNION TCHAD,Chad,CHD,Financial Institutions,FI-3,Regional Industry - FIG Africa,Active,0.0,0.0,1.03,0.0,1.03,TD
2014-12-04,Millicom Tchad SA,Summary of Investment Information (AIP Policy 2012),34297,https://disclosures.ifc.org/project-detail/SII/34297/millicom-tchad-sa,Loan,MOOV AFRICA TCHAD SA,Chad,CHD,"Telecommunications, Media, and Technology",B,"TMT, Venture Capital &amp; Funds",Completed,0.0,0.0,76.06,0.0,76.06,TD
2013-04-30,Chad Clinic,Summary of Investment Information (AIP Policy 2012),32607,https://disclosures.ifc.org/project-detail/SII/32607/chad-clinic,Loan,CLINIQUE PROVIDENCE,Chad,CHD,Health and Education,B,Regional Industry - MAS Africa,Active,0.0,0.0,1.38,0.0,1.38,TD
2010-04-19,Aubaine Graphic SA Printing Chad,Summary of Proposed Investment (Disclosure Policy 2006),29084,https://disclosures.ifc.org/project-detail/SPI/29084/aubaine-graphic-sa-printing-chad,Loan,Imprimerie Aubaine Graphic,Chad,CHD,Agribusiness and Forestry,B,Regional Industry - MAS Africa,Completed,0.0,0.0,2.83,0.0,2.83,TD
2010-03-04,Ecobank Chad,Summary of Proposed Investment (Disclosure Policy 2006),29317,https://disclosures.ifc.org/project-detail/SPI/29317/ecobank-chad,Loan,ECOBANK TCHAD SA,Chad,CHD,Financial Institutions,FI,Banking and Capital Markets,Completed,0.0,0.0,3.08,0.0,3.08,TD
2009-09-29,Millicom Tchad S.A.,Summary of Proposed Investment (Disclosure Policy 2006),28644,https://disclosures.ifc.org/project-detail/SPI/28644/millicom-tchad-s.a.,Loan,MOOV AFRICA TCHAD SA,Chad,CHD,"Telecommunications, Media, and Technology",B,"TMT, Venture Capital &amp; Funds",Completed,0.0,0.0,21.2,0.0,21.2,TD
2008-03-07,Geyser SA,Summary of Proposed Investment (Disclosure Policy 2006),24758,https://disclosures.ifc.org/project-detail/SPI/24758/geyser-sa,Loan,GEYSER SA,Chad,CHD,"Tourism, Retail, and Property",B,Regional Industry - MAS Africa,Completed,0.0,0.0,3.19,0.0,3.19,TD
2002-09-10,Financial Bank - Tchad,Summary of Proposed Investment (Disclosure Policy 2006),11209,https://disclosures.ifc.org/project-detail/SPI/11209/financial-bank---tchad,Guarantee,FINANCIAL BANK TCHAD,Chad,CHD,Financial Institutions,FI,Regional Industry - FIG Africa,Completed,0.0,1.0,0.0,0.0,1.0,TD
2000-03-03,Chad-Cameroon Petroleum Development and Pipeline Project,Summary of Proposed Investment (Disclosure Policy 2006),4338,https://disclosures.ifc.org/project-detail/SPI/4338/chad-cameroon-petroleum-development-and-pipeline-project,Loan,"TChad Oil Transportation Company, S.A., and Cameroon Oil Transportation Company, S.A.",Chad,CHD,"Oil, Gas, and Mining",A,Gbl Infrastructure & Natural Resources,Completed,0.0,0.0,100.0,0.0,100.0,TD
2023-10-06,Atlas SME BOW,Summary of Investment Information (AIP Policy 2012),48085,https://disclosures.ifc.org/project-detail/SII/48085/atlas-sme-bow,Loan,BANCO ATLAS SA,Paraguay,PAR,Financial Institutions,FI-2,Regional Industry FIG LAC & EUR,Active,0.0,0.0,50.0,0.0,50.0,PY
2023-06-30,Continental CL III,Summary of Investment Information (AIP Policy 2012),46898,https://disclosures.ifc.org/project-detail/SII/46898/continental-cl-iii,Loan,BANCO CONTINENTAL S.A.E.C.A.,Paraguay,PAR,Financial Institutions,FI-2,Regional Industry FIG LAC & EUR,Active,0.0,0.0,50.0,0.0,50.0,PY
2022-04-19,Sudameris Loan,Summary of Investment Information (AIP Policy 2012),46124,https://disclosures.ifc.org/project-detail/SII/46124/sudameris-loan,Loan,SUDAMERIS BANK S.A.E.C.A.,Paraguay,PAR,Financial Institutions,FI-2,Regional Industry FIG LAC & EUR,Active,0.0,0.0,75.0,0.0,75.0,PY
2021-05-07,Agrofertil 2021,Summary of Investment Information (AIP Policy 2012),45013,https://disclosures.ifc.org/project-detail/SII/45013/agrofertil-2021,Loan,AGROFERTIL S.A.,Paraguay,PAR,Agribusiness and Forestry,B,Regional Industry MAS LAC & EUR,Active,0.0,0.0,100.0,0.0,100.0,PY
2020-07-28,RSE COVID Agrofertil Ext,Summary of Investment Information (AIP Policy 2012),44215,https://disclosures.ifc.org/project-detail/SII/44215/rse-covid-agrofertil-ext,Loan,AGROFERTIL S.A.,Paraguay,PAR,Agribusiness and Forestry,B,Regional Industry - MAS LAC,Completed,0.0,0.0,10.0,0.0,10.0,PY
2019-04-03,Familiar CL,Summary of Investment Information (AIP Policy 2012),42281,https://disclosures.ifc.org/project-detail/SII/42281/familiar-cl,Loan,BANCO FAMILIAR S.A.E.C.A.,Paraguay,PAR,Financial Institutions,FI-2,Regional Industry - FIG LAC,Completed,0.0,0.0,8.0,0.0,8.0,PY
2019-03-26,Continental CLII,Summary of Investment Information (AIP Policy 2012),42253,https://disclosures.ifc.org/project-detail/SII/42253/continental-clii,Loan,BANCO CONTINENTAL S.A.E.C.A.,Paraguay,PAR,Financial Institutions,FI-2,Regional Industry - FIG LAC,Completed,0.0,0.0,100.0,0.0,100.0,PY
2018-04-27,Agrotec III,Summary of Investment Information (AIP Policy 2012),40605,https://disclosures.ifc.org/project-detail/SII/40605/agrotec-iii,Loan,AGRIHOLD MANAGEMENT CORP,Paraguay,PAR,Agribusiness and Forestry,B,Regional Industry MAS LAC & EUR,Completed,0.0,0.0,105.0,0.0,105.0,PY
2016-02-25,Agrofertil Ext,Summary of Investment Information (AIP Policy 2012),37602,https://disclosures.ifc.org/project-detail/SII/37602/agrofertil-ext,Loan,AGROFERTIL S.A.,Paraguay,PAR,Agribusiness and Forestry,B,Regional Industry - MAS LAC,Completed,0.0,0.0,80.0,0.0,80.0,PY
2015-08-24,Itau PY Loan,Summary of Investment Information (AIP Policy 2012),37098,https://disclosures.ifc.org/project-detail/SII/37098/itau-py-loan,Loan,BANCO ITAU PARAGUAY S.A.,Paraguay,PAR,Financial Institutions,FI-2,Regional Industry FIG LAC & EUR,Completed,0.0,0.0,60.0,0.0,60.0,PY
2015-03-13,Banco Continental SME Credit Line,Summary of Investment Information (AIP Policy 2012),28777,https://disclosures.ifc.org/project-detail/SII/28777/banco-continental-sme-credit-line,Loan,BANCO CONTINENTAL S.A.E.C.A.,Paraguay,PAR,Financial Institutions,FI-2,"Global Industry, Financial Markets",Completed,0.0,0.0,50.0,0.0,50.0,PY
2014-04-29,BBVA PY CL II,Summary of Investment Information (AIP Policy 2012),35007,https://disclosures.ifc.org/project-detail/SII/35007/bbva-py-cl-ii,Loan,BANCO GNB PARAGUAY S.A.,Paraguay,PAR,Financial Institutions,FI-2,"Global Industry, Financial Markets",Completed,0.0,0.0,40.0,0.0,40.0,PY
2014-04-21,Agrotec Extension,Summary of Investment Information (AIP Policy 2012),34095,https://disclosures.ifc.org/project-detail/SII/34095/agrotec-extension,Loan,AGRIHOLD MANAGEMENT CORP,Paraguay,PAR,Agribusiness and Forestry,B,"Gbl Ind, Manufact, Agribus & Services",Completed,0.0,0.0,110.0,0.0,110.0,PY
2014-02-11,Bancop CL,Summary of Investment Information (AIP Policy 2012),33629,https://disclosures.ifc.org/project-detail/SII/33629/bancop-cl,Loan,BANCOP S.A.,Paraguay,PAR,Financial Institutions,FI-2,"Global Industry, Financial Markets",Completed,0.0,0.0,7.0,0.0,7.0,PY
2013-09-27,President Energy,Summary of Investment Information (AIP Policy 2012),33842,https://disclosures.ifc.org/project-detail/SII/33842/president-energy,Equity,PRESIDENT ENERGY PLC,Paraguay,PAR,"Oil, Gas, and Mining",B,Gbl Infrastructure &amp; Natural Resources,Completed,0.0,0.0,0.0,24.04,24.04,PY
2013-05-03,Vision CL PYG,Summary of Investment Information (AIP Policy 2012),33155,https://disclosures.ifc.org/project-detail/SII/33155/vision-cl-pyg,Loan,VISION BANCO S.A.E.C.A.,Paraguay,PAR,Financial Institutions,FI-2,Regional Industry FIG LAC & EUR,Completed,0.0,0.0,15.0,0.0,15.0,PY
2012-01-13,Regional CL PYG,Summary of Proposed Investment (Disclosure Policy 2006),31354,https://disclosures.ifc.org/project-detail/SPI/31354/regional-cl-pyg,Loan,BANCO REGIONAL S.A.E.C.A.,Paraguay,PAR,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,0.0,0.0,15.0,0.0,15.0,PY
2011-11-14,DAP LT Financing,Summary of Proposed Investment (Disclosure Policy 2006),31308,https://disclosures.ifc.org/project-detail/SPI/31308/dap-lt-financing,Loan,NFD Agro Limited,Paraguay,PAR,Agribusiness and Forestry,B,Regional Industry MAS LAC & EUR,Completed,0.0,0.0,7.0,0.0,7.0,PY
2011-08-30,UABL III,Summary of Proposed Investment (Disclosure Policy 2006),30332,https://disclosures.ifc.org/project-detail/SPI/30332/uabl-iii,Loan,UABL PARAGUAY S.A.,Paraguay,PAR,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,0.0,0.0,15.0,0.0,15.0,PY
2011-04-18,GTLP Itau PY CL,Summary of Proposed Investment (Disclosure Policy 2006),30639,https://disclosures.ifc.org/project-detail/SPI/30639/gtlp-itau-py-cl,Loan,BANCO ITAU PARAGUAY S.A.,Paraguay,PAR,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,0.0,0.0,20.0,0.0,20.0,PY
2011-02-15,Agrofertil,Summary of Proposed Investment (Disclosure Policy 2006),30278,https://disclosures.ifc.org/project-detail/SPI/30278/agrofertil,Loan,AGROFERTIL S.A.,Paraguay,PAR,Agribusiness and Forestry,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,0.0,0.0,15.0,0.0,15.0,PY
2011-01-18,Regional CL,Summary of Proposed Investment (Disclosure Policy 2006),29679,https://disclosures.ifc.org/project-detail/SPI/29679/regional-cl,Loan,BANCO REGIONAL S.A.E.C.A.,Paraguay,PAR,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,0.0,0.0,30.0,0.0,30.0,PY
2010-03-22,Agrotec S.A.,Summary of Proposed Investment (Disclosure Policy 2006),28717,https://disclosures.ifc.org/project-detail/SPI/28717/agrotec-s.a.,Loan,AGRIHOLD MANAGEMENT CORP,Paraguay,PAR,Agribusiness and Forestry,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,0.0,0.0,15.0,0.0,15.0,PY
2010-02-11,BBVA Paraguay CL,Summary of Proposed Investment (Disclosure Policy 2006),28787,https://disclosures.ifc.org/project-detail/SPI/28787/bbva-paraguay-cl,Loan,BANCO GNB PARAGUAY S.A.,Paraguay,PAR,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,0.0,0.0,30.0,0.0,30.0,PY
2009-05-22,NFD Agro,Summary of Proposed Investment (Disclosure Policy 2006),27644,https://disclosures.ifc.org/project-detail/SPI/27644/nfd-agro,Loan,NFD Agro Limited,Paraguay,PAR,Agribusiness and Forestry,B,"Gbl Ind, Manufact, Agribus &amp; Services",Active,0.0,0.0,15.0,5.0,20.0,PY
2009-01-07,Continental EQ,Summary of Proposed Investment (Disclosure Policy 2006),27828,https://disclosures.ifc.org/project-detail/SPI/27828/continental-eq,,BANCO CONTINENTAL S.A.E.C.A.,Paraguay,PAR,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,0.0,0.0,0.0,0.0,0.0,PY
2008-06-25,UABL II,Summary of Proposed Investment (Disclosure Policy 2006),26858,https://disclosures.ifc.org/project-detail/SPI/26858/uabl-ii,Loan,UABL PARAGUAY S.A.,Paraguay,PAR,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,0.0,0.0,60.0,0.0,60.0,PY
2004-12-10,Telefonica Celular del Paraguay SA,Summary of Proposed Investment (Disclosure Policy 2006),23837,https://disclosures.ifc.org/project-detail/SPI/23837/telefonica-celular-del-paraguay-sa,Loan,TELEFONICA CELULAR DEL PARAGUAY SA,Paraguay,PAR,"Telecommunications, Media, and Technology",B,Gbl Infrastructure & Natural Resources,Completed,0.0,0.0,15.0,0.0,15.0,PY
2025-01-15,Morphosis II,Summary of Investment Information (AIP Policy 2012),50369,https://disclosures.ifc.org/project-detail/SII/50369/morphosis-ii,,Morphosis Capital Fund II Cooperatief U.A.,Central Europe Subregion,,Funds,FI-2,"Disruptive Tech, Service & Funds",Pending Approval,0.0,0.0,0.0,0.0,0.0,
2024-09-09,DFP CVI,Summary of Investment Information (AIP Policy 2012),48757,https://disclosures.ifc.org/project-detail/SII/48757/dfp-cvi,,CVI Dom Maklerski sp. z o.o.,Central Europe Subregion,,Funds,FI-2,Regional Industry FIG LAC & EUR,Pending Approval,0.0,0.0,0.0,0.0,0.0,
2023-03-16,Inovo III,Summary of Investment Information (AIP Policy 2012),47609,https://disclosures.ifc.org/project-detail/SII/47609/inovo-iii,Equity,INOVO FUND III SCSP,Central Europe Subregion,,Funds,FI-2,"Disruptive Tech, Service & Funds",Active,0.0,0.0,0.0,16.47,16.47,
2022-11-15,AMC V,Summary of Investment Information (AIP Policy 2012),47225,https://disclosures.ifc.org/project-detail/SII/47225/amc-v,Equity,ACP V GP SARL,Central Europe Subregion,,Funds,FI-2,"Disruptive Tech, Service & Funds",Active,0.0,0.0,0.0,20.72,20.72,
2021-06-24,CTP Bond,Summary of Investment Information (AIP Policy 2012),44887,https://disclosures.ifc.org/project-detail/SII/44887/ctp-bond,Loan,CTP N.V.,Central Europe Subregion,,other,B,Regional Industry - MAS ECA,Active,0.0,0.0,181.2,0.0,181.2,
2020-10-30,MUFG ECA GTLP,Summary of Investment Information (AIP Policy 2012),43273,https://disclosures.ifc.org/project-detail/SII/43273/mufg-eca-gtlp,Loan,MUFG ECA GTLP,Central Europe Subregion,,Financial Institutions,FI-2,Regional Industry FIG MCT,Completed,0.0,0.0,150.0,0.0,150.0,
2019-04-24,SMBC ECA RSF II,Summary of Investment Information (AIP Policy 2012),42607,https://disclosures.ifc.org/project-detail/SII/42607/smbc-eca-rsf-ii,Guarantee,SUMITOMO MITSUI BANKING CORPORATION,Central Europe Subregion,,Financial Institutions,FI-3,Regional Industry FIG MCT,Completed,0.0,250.0,0.0,0.0,250.0,
2017-05-12,SMBC ECA RSF,Summary of Investment Information (AIP Policy 2012),39529,https://disclosures.ifc.org/project-detail/SII/39529/smbc-eca-rsf,Guarantee,SUMITOMO MITSUI BANKING CORPORATION,Central Europe Subregion,,Financial Institutions,FI-3,Regional Industry - FIG - ECA,Completed,0.0,225.0,0.0,0.0,225.0,
2006-03-13,RI Southern Europe Housing and Energy Efficiency Project,Summary of Proposed Investment (Disclosure Policy 2006),24929,https://disclosures.ifc.org/project-detail/SPI/24929/ri-southern-europe-housing-and-energy-efficiency-project,Loan,Raiffeisen Bank International AG,Central Europe Subregion,,other,FI-1,"Global Industry, Financial Markets",Completed,0.0,0.0,43.69,0.0,43.69,
2005-05-12,RI Facility II,Summary of Proposed Investment (Disclosure Policy 2006),24308,https://disclosures.ifc.org/project-detail/SPI/24308/ri-facility-ii,Loan,AO RAIFFEISENBANK,Central Europe Subregion,,other,FI-1,"Global Industry, Financial Markets",Completed,0.0,0.0,205.0,0.0,205.0,
2004-02-24,BalAEF MBS,Summary of Proposed Investment (Disclosure Policy 2006),22235,https://disclosures.ifc.org/project-detail/SPI/22235/balaef-mbs,Loan,BALTIC AMERICAN ENTERPRISE FUND,Central Europe Subregion,,Financial Institutions,C,Regional Industry FIG LAC & EUR,Completed,0.0,0.0,40.0,0.0,40.0,
2004-01-21,Raiffeisen International Beteiligungs AG,Summary of Proposed Investment (Disclosure Policy 2006),20541,https://disclosures.ifc.org/project-detail/SPI/20541/raiffeisen-international-beteiligungs-ag,Loan,Raiffeisen Bank International AG,Central Europe Subregion,,Financial Institutions,FI-1,"Global Industry, Financial Markets",Completed,0.0,0.0,60.64,60.64,121.28,
2002-05-02,Baltic American Enterprise Fund Mortgage Warehouse Line of Credit,Summary of Proposed Investment (Disclosure Policy 2006),11546,https://disclosures.ifc.org/project-detail/SPI/11546/baltic-american-enterprise-fund-mortgage-warehouse-line-of-credit,Loan,BALTIC AMERICAN ENTERPRISE FUND,Central Europe Subregion,,Financial Institutions,C,"Global Industry, Financial Markets",Completed,0.0,0.0,50.0,0.0,50.0,
2024-06-06,Emtech,Summary of Investment Information (AIP Policy 2012),48867,https://disclosures.ifc.org/project-detail/SII/48867/emtech,,EmergingTech Ventures SA,North Africa and Horn of Africa Region,,Funds,FI-2,"Disruptive Tech, Service & Funds",Pending Approval,0.0,0.0,0.0,0.0,0.0,
2022-11-08,Mediterrania IV,Summary of Investment Information (AIP Policy 2012),46722,https://disclosures.ifc.org/project-detail/SII/46722/mediterrania-iv,Equity,MEDITERRANIA CAPITAL IV MID-CAP,North Africa and Horn of Africa Region,,Funds,FI-2,Disruptive Technologies and Funds,Active,0.0,0.0,0.0,47.74,47.74,
2021-03-12,"AMETHIS MENA FUND II S.C.A., SICAV-RAIF",Summary of Investment Information (AIP Policy 2012),44777,https://disclosures.ifc.org/project-detail/SII/44777/amethis-mena-fund-ii-s.c.a.-sicav-raif,Equity,"AMETHIS MENA FUND II S.C.A., SICAV-RAIF",North Africa and Horn of Africa Region,,Funds,FI-2,"Disruptive Tech, Service & Funds",Active,0.0,0.0,0.0,15.1,15.1,
2020-02-24,"SPE AIF I, LP",Summary of Investment Information (AIP Policy 2012),43315,https://disclosures.ifc.org/project-detail/SII/43315/spe-aif-i-lp,Equity,"SPE AIF I, LP",North Africa and Horn of Africa Region,,Funds,FI-2,CDFPE - Disruptive Technologies and Funds/Private Equity Funds,Active,0.0,0.0,0.0,40.0,40.0,
2025-01-16,EDP UCL LAC,Summary of Investment Information (AIP Policy 2012),48265,https://disclosures.ifc.org/project-detail/SII/48265/edp-ucl-lac,,"EDP, S.A.",Latin America and the Caribbean Region,,Infrastructure,B,Regional Industry INF LAC & EUR,Pending Approval,0.0,0.0,0.0,0.0,0.0,
2024-10-03,Acciona SLL,Summary of Investment Information (AIP Policy 2012),49690,https://disclosures.ifc.org/project-detail/SII/49690/acciona-sll,Loan,Acciona Financiacion Filiales S.A.,Latin America and the Caribbean Region,,Infrastructure,A,Energy & Mining - Global Infra,Active,0.0,0.0,250.0,0.0,250.0,
2024-09-27,Blue Like an Orange Sustainable Capital Latin America Fund II,Summary of Investment Information (AIP Policy 2012),48901,https://disclosures.ifc.org/project-detail/SII/48901/blue-like-an-orange-sustainable-capital-latin-america-fund-ii,Equity,Blue Like an Orange Sustainable Capital Latin America Fund II,Latin America and the Caribbean Region,,Funds,FI-2,"Disruptive Tech, Service & Funds",Active,0.0,0.0,0.0,15.0,15.0,
2024-07-15,Linzor Capital Partners IV L.P.,Summary of Investment Information (AIP Policy 2012),49803,https://disclosures.ifc.org/project-detail/SII/49803/linzor-capital-partners-iv-l.p.,Equity,"Linzor Capital Partners IV, L.P",Latin America and the Caribbean Region,,Funds,FI-2,"Disruptive Tech, Service & Funds",Active,0.0,0.0,0.0,20.0,20.0,
2024-06-06,Roemmers LAC,Summary of Investment Information (AIP Policy 2012),48927,https://disclosures.ifc.org/project-detail/SII/48927/roemmers-lac,Loan,LABORATORIOS SIEGFRIED S.A.S.,Latin America and the Caribbean Region,,other,B,Regional Industry MAS LAC & EUR,Active,0.0,0.0,150.0,0.0,150.0,
2024-05-17,"VALOR VENTURE FUND V, L.P.",Summary of Investment Information (AIP Policy 2012),49586,https://disclosures.ifc.org/project-detail/SII/49586/valor-venture-fund-v-l.p.,Equity,"VALOR VENTURE FUND V, L.P.",Latin America and the Caribbean Region,,Funds,FI-2,"Disruptive Tech, Service & Funds",Pending Disbursement,0.0,0.0,0.0,40.0,40.0,
2024-02-02,Habi VentureDebt,Summary of Investment Information (AIP Policy 2012),48697,https://disclosures.ifc.org/project-detail/SII/48697/habi-venturedebt,Loan,"MCN Investments, Ltd.",Latin America and the Caribbean Region,,other,B,"Disruptive Tech, Service & Funds",Active,0.0,0.0,20.0,0.0,20.0,
2023-12-11,Certo S.A.,Summary of Investment Information (AIP Policy 2012),38523,https://disclosures.ifc.org/project-detail/SII/38523/certo-s.a.,Equity,Certo S.A.,Latin America and the Caribbean Region,,Funds,FI-3,CDFVC - Disruptive Technologies and Funds/VC Funds and ISC Funds,Active,0.0,0.0,0.0,30.0,30.0,
2023-11-22,InVivo LT 2023,Summary of Investment Information (AIP Policy 2012),48083,https://disclosures.ifc.org/project-detail/SII/48083/invivo-lt-2023,Loan,INVIVO GROUP,Europe Region,,Agribusiness and Forestry,B,Regional Industry MAS LAC & EUR,Active,0.0,0.0,166.78,0.0,166.78,
2023-04-28,Lentesplus,Summary of Investment Information (AIP Policy 2012),47867,https://disclosures.ifc.org/project-detail/SII/47867/lentesplus,,PERSEIDA INVESTMENTS SL.,Latin America and the Caribbean Region,,"Tourism, Retail, and Property",C,"Disruptive Tech, Service & Funds",Hold,0.0,0.0,0.0,0.0,0.0,
2023-02-17,L Catterton IV,Summary of Investment Information (AIP Policy 2012),47674,https://disclosures.ifc.org/project-detail/SII/47674/l-catterton-iv,Equity,"L CATTERTON LATIN AMERICA IV, L.P.",Latin America and the Caribbean Region,,Funds,FI-2,"Disruptive Tech, Service & Funds",Pending Disbursement,0.0,0.0,0.0,90.0,90.0,
2022-12-02,Emergent Latam,Summary of Investment Information (AIP Policy 2012),45039,https://disclosures.ifc.org/project-detail/SII/45039/emergent-latam,,"EMERGENT COLD LATAM HOLDINGS, LLC",Latin America and the Caribbean Region,,Infrastructure,B,CN1S7 - Regional Industry - INF LAC/INR New Business - LAC,Hold,0.0,0.0,0.0,0.0,0.0,
2022-11-22,Knight CNS,Summary of Investment Information (AIP Policy 2012),45104,https://disclosures.ifc.org/project-detail/SII/45104/knight-cns,Loan,KNIGHT THERAPEUTICS INC.,Latin America and the Caribbean Region,,other,B,Regional Industry MAS LAC & EUR,Active,0.0,0.0,70.0,0.0,70.0,
2022-08-11,Omni Equity,Summary of Investment Information (AIP Policy 2012),46766,https://disclosures.ifc.org/project-detail/SII/46766/omni-equity,Equity,KLYM MANAGEMENT COMPANY LTD,Latin America and the Caribbean Region,,Financial Institutions,FI-2,"Disruptive Tech, Service & Funds",Active,0.0,0.0,0.0,10.0,10.0,
2022-08-16,GWFP Nitron 2022,Summary of Investment Information (AIP Policy 2012),46893,https://disclosures.ifc.org/project-detail/SII/46893/gwfp-nitron-2022,,Nitron Group Corporation,Latin America and the Caribbean Region,,Financial Institutions,B,Regional Industry - MAS LAC,Pending Signing,0.0,0.0,0.0,0.0,0.0,
2022-05-13,Riverwood LAC II,Summary of Investment Information (AIP Policy 2012),46811,https://disclosures.ifc.org/project-detail/SII/46811/riverwood-lac-ii,Equity,RIVERWOOD CAPITAL PARTNERS,Latin America and the Caribbean Region,,Funds,FI-2,"Disruptive Tech, Service & Funds",Active,0.0,0.0,0.0,40.0,40.0,
2022-05-05,NXTP Fund III,Summary of Investment Information (AIP Policy 2012),46450,https://disclosures.ifc.org/project-detail/SII/46450/nxtp-fund-iii,Equity,NXTP FUND III,Latin America and the Caribbean Region,,Funds,FI-2,"Disruptive Tech, Service & Funds",Active,0.0,0.0,0.0,15.0,15.0,
2021-10-20,Monashees X,Summary of Investment Information (AIP Policy 2012),46054,https://disclosures.ifc.org/project-detail/SII/46054/monashees-x,Equity,MONASHEES FUND X LP,Latin America and the Caribbean Region,,Funds,FI-2,"Disruptive Tech, Service & Funds",Active,0.0,0.0,0.0,30.0,30.0,
2021-08-27,Digital Bridge Emerging Markets,Summary of Investment Information (AIP Policy 2012),45362,https://disclosures.ifc.org/project-detail/SII/45362/digital-bridge-emerging-markets,Equity,DIGITAL COLONY ACQUISITIONS,Latin America and the Caribbean Region,,"Telecommunications, Media, and Technology",B,Regional Industry INF LAC & EUR,Active,0.0,0.0,0.0,100.0,100.0,
2021-06-01,DARP SA Cerberus,Summary of Investment Information (AIP Policy 2012),45182,https://disclosures.ifc.org/project-detail/SII/45182/darp-sa-cerberus,Equity,"CERBERUS EMERGING MARKET SPECIAL SITUATIONS FUND I, L.P.",Latin America and the Caribbean Region,,Financial Institutions,FI-2,Regional Industry FIG LAC & EUR,Hold,0.0,0.0,0.0,100.0,100.0,
2021-04-28,LAAD Green,Summary of Investment Information (AIP Policy 2012),45109,https://disclosures.ifc.org/project-detail/SII/45109/laad-green,Loan,Latin American Agribusiness Development Corporation,Latin America and the Caribbean Region,,Financial Institutions,FI-2,CM1A7 - Regional Industry - MAS LAC/Agribusiness and Forestry - CLA,Active,0.0,0.0,50.0,0.0,50.0,
2021-03-25,GWFP Mercon 2021,Summary of Investment Information (AIP Policy 2012),45105,https://disclosures.ifc.org/project-detail/SII/45105/gwfp-mercon-2021,Guarantee,MERCON B.V.,Latin America and the Caribbean Region,,Financial Institutions,B,Regional Industry - MAS LAC,Active,0.0,50.0,150.0,0.0,200.0,
2021-03-03,ProducePay-Equit,Summary of Investment Information (AIP Policy 2012),43528,https://disclosures.ifc.org/project-detail/SII/43528/producepay-equit,Equity,PRODUCE PAY INC.,Latin America and the Caribbean Region,,Agribusiness and Forestry,FI-2,"Global Industry, Financial Markets",Active,0.0,0.0,0.0,6.0,6.0,
2021-02-25,THE ENGINE FUND II LP,Summary of Investment Information (AIP Policy 2012),45118,https://disclosures.ifc.org/project-detail/SII/45118/the-engine-fund-ii-lp,Equity,THE ENGINE FUND II LP,Latin America and the Caribbean Region,,Funds,FI-2,"Disruptive Tech, Service & Funds",Active,0.0,0.0,0.0,40.0,40.0,
2020-12-17,RSE COVID LAAD,Summary of Investment Information (AIP Policy 2012),44332,https://disclosures.ifc.org/project-detail/SII/44332/rse-covid-laad,Loan,Latin American Agribusiness Development Corporation,Latin America and the Caribbean Region,,Financial Institutions,FI-2,CM1A7 - Regional Industry - MAS LAC/Agribusiness and Forestry - CLA,Active,0.0,0.0,30.0,0.0,30.0,
2020-11-20,Monashees Exp,Summary of Investment Information (AIP Policy 2012),44948,https://disclosures.ifc.org/project-detail/SII/44948/monashees-exp,Equity,"MONASHEES EXPANSION, LP",Latin America and the Caribbean Region,,Funds,FI-2,"Disruptive Tech, Service & Funds",Active,0.0,0.0,0.0,30.0,30.0,
2020-04-15,AGVentures II Investment Fund LP,Summary of Investment Information (AIP Policy 2012),43489,https://disclosures.ifc.org/project-detail/SII/43489/agventures-ii-investment-fund-lp,Equity,AGVENTURES II INVESTMENT FUND LP,Latin America and the Caribbean Region,,Funds,FI-2,"Disruptive Tech, Service & Funds",Active,0.0,0.0,0.0,20.0,20.0,
2019-11-18,"L CATTERTON LATIN AMERICA III, LP",Summary of Investment Information (AIP Policy 2012),42967,https://disclosures.ifc.org/project-detail/SII/42967/l-catterton-latin-america-iii-lp,Equity,"L CATTERTON LATIN AMERICA III, LP",Latin America and the Caribbean Region,,Funds,FI-2,"Disruptive Tech, Service & Funds",Active,0.0,0.0,0.0,35.0,35.0,
2019-10-28,DCM HMC PDF,Summary of Investment Information (AIP Policy 2012),42393,https://disclosures.ifc.org/project-detail/SII/42393/dcm-hmc-pdf,Equity,HMC ANDEAN PRIVATE DEBT FUND,Latin America and the Caribbean Region,,Funds,FI-2,Regional Industry FIG LAC & EUR,Active,0.0,0.0,0.0,20.0,20.0,
